category,company,funds_against,funds_else,funds_for,id,link,outcome,proposal,year
gov,Equity Residential,"[274, 340, 404, 391, 404, 395, 333, 397, 97, 321, 36, 45, 46, 39, 172, 11, 308]",[],"[304, 303]",1777,,-,6 Provide for Cumulative Voting,2011
gov,Equity Residential,"[274, 340, 404, 391, 404, 395, 333, 397, 304, 11, 303, 308, 97, 321, 36, 45, 46, 39, 172]",[],[],1778,,-,Include Sustainability as a Performance Measure for Senior Executive Compensation,2011
gov,Exxon Mobil,"[279, 268, 273, 281, 269, 283, 276, 284, 274, 267, 222, 316, 99, 331, 16, 351, 350, 312, 275, 344, 343, 404, 18, 391, 296, 395, 333, 17, 317, 314, 97, 327, 325, 36, 45, 47, 38, 44, 57, 185, 13, 13, 11, 15, 14, 306, 303, 305, 308, 303]",[],[323],1779,http://www.sec.gov/Archives/edgar/data/34088/000119312511095944/ddef14a.htm,31.3,5 Require Independent Board Chairman,2011
gov,FedEx,[],[],"[269, 283, 274, 16, 351, 97, 323, 36, 45, 46, 11, 308]",1780,http://www.sec.gov/Archives/edgar/data/1048911/000095012311077658/g27657ddef14a.htm,-,Provide Right to Act by Written Consent,2011
gov,FedEx,"[404, 18, 391, 404, 395, 232, 333, 422, 309, 293, 95, 97, 36, 45, 46, 11, 308]",[],"[269, 283, 274, 16, 351, 323]",1781,http://www.sec.gov/Archives/edgar/data/1048911/000095012311077658/g27657ddef14a.htm,36.3,Stockholder proposal regarding independent board chairman.,2011
gov,Firstenergy,"[404, 391, 404, 395, 333, 97, 36, 45, 47, 160, 11, 308]",[],"[279, 268, 269, 277, 274, 316, 275, 344, 392, 323]",1782,http://www.sec.gov/Archives/edgar/data/1031296/000095012311031786/l41673adef14a.htm,-,Provide Right to Act by Written Consent,2011
gov,Firstenergy,"[279, 268, 269, 277, 274, 316, 275, 344, 392, 404, 391, 404, 395, 333, 97, 36, 45, 47, 160, 11, 308]",[],[323],1783,http://www.sec.gov/Archives/edgar/data/1031296/000095012311031786/l41673adef14a.htm,43.03,Require a Majority Vote for the Election of Directors,2011
gov,Ford Motor,"[282, 269, 284, 270, 274, 222, 331, 394, 344]",[],"[404, 18, 391, 404, 395, 232, 333, 397, 293, 314, 95, 97, 327, 323, 36, 45, 46, 47, 11, 308]",1784,http://www.sec.gov/Archives/edgar/data/37996/000095012311032027/k50070def14a.htm,31.39,Approve Recapitalization Plan for all Stock to have One-vote per Share,2011
gov,Franklin Street Properties,[],[],"[395, 37, 37, 39, 172]",1785,,-,Declassify the board of directors,2011
gov,Frontier Communications,"[279, 274, 224, 316, 344, 392, 404, 391, 404, 395, 333, 397, 390, 97, 36, 45, 46, 47, 11, 308]",[],[323],1786,,-,4 Require Independent Board Chairman,2011
gov,General Electric,"[279, 268, 273, 281, 269, 283, 276, 277, 284, 274, 267, 222, 224, 316, 99, 331, 16, 351, 294, 350, 275, 344, 404, 18, 391, 404, 333, 17, 317, 293, 314, 95, 97, 327, 325, 36, 45, 47, 38, 11, 308]",[],[323],1787,http://www.sec.gov/Archives/edgar/data/40545/000119312511065578/ddef14a.htm,26.85,20 Provide for Cumulative Voting,2011
gov,General Electric,"[279, 268, 273, 281, 269, 283, 276, 277, 284, 274, 267, 222, 224, 316, 99, 331, 16, 351, 294, 350, 275, 344, 404, 18, 391, 404, 333, 17, 317, 293, 314, 95, 97, 327, 325, 36, 45, 47, 38, 11, 308]",[],[323],1788,http://www.sec.gov/Archives/edgar/data/40545/000119312511065578/ddef14a.htm,-,Performance-Based Equity Awards,2011
gov,Google,"[268, 282, 273, 269, 283, 276, 284, 270, 274, 267, 222, 99, 331, 341, 394, 16, 351, 275, 344, 404, 391, 404, 395, 333, 422, 309, 397, 293, 314, 323]",[],"[97, 327, 325, 36, 45, 46, 38, 43, 13, 13, 11, 14, 303, 305, 308, 303]",1789,,-,7 Reduce Supermajority Vote Requirement,2011
gov,Graco,"[36, 49, 50]",[],"[269, 272, 395, 288]",1790,,-,5 Require a Majority Vote for the Election of Directors,2011
gov,H&R Block,[],[],"[274, 345, 344, 346, 97, 323, 36, 45, 47, 11, 308]",1791,,-,Reduce Supermajority Vote Requirement,2011
gov,Hampton Roads Bankshares,[],[],[395],1792,,-,To consider a shareholder proposal to declassify the board of directors.,2011
gov,Helmerich & Payne,[],[],"[312, 269, 274, 97, 36, 45, 46, 47, 68, 11, 308]",1793,,-,6 Declassify the Board of Directors,2011
gov,Heritage Financial,"[395, 326, 326]",[],[],1794,,-,Require a majority vote for the election of directors,2011
gov,Honeywell International,"[279, 281, 269, 274, 224, 316, 294, 404, 18, 391, 404, 232, 333, 309, 397, 317, 293, 95, 97, 327, 36, 45, 46, 47, 13, 13, 11, 15, 14, 306, 303, 305, 13, 308, 303, 303]",[],[323],1795,,-,Provide Right to Act by Written Consent,2011
gov,Hospitality Properties Trust,[],[],"[340, 404, 395, 390, 327, 325, 36, 50, 39, 172, 304, 303]",1796,,-,Declassify the Board of Directors,2011
gov,Hoya,"[269, 284, 222, 331, 269, 284, 222, 331, 299, 292, 265, 299, 292, 265, 157, 161, 162, 181, 157, 161, 162, 181]",[],"[269, 284, 222, 331, 299, 292, 265, 157, 161, 162, 181]",1797,,-,Amend articles to require disclosure of individual director and executive officer compensation,2011
gov,Hudson City Bancorp,[],[],"[269, 274, 391, 395, 333, 397, 97, 323, 36, 45, 46, 47, 11, 308]",1798,,-,9 Declassify the Board of Directors,2011
gov,Hudson City Bancorp,[],[],"[62, 63]",1799,,-,Declassify the Board of Directors,2011
gov,Idacorp,[],[],"[395, 232, 326, 50, 12, 302, 303]",1800,,-,Declassify the board of directors,2011
gov,International Business Machines,"[279, 268, 273, 281, 269, 276, 284, 274, 267, 222, 224, 316, 99, 331, 341, 294, 350, 275, 404, 18, 391, 404, 395, 232, 333, 397, 293, 314, 97, 327, 325, 36, 45, 46, 38, 43, 13, 11, 15, 14, 306, 305, 13, 308, 303, 303]",[],[323],1801,,-,16 Provide for Cumulative Voting,2011
gov,International Paper,"[404, 391, 404, 395, 232, 333, 293, 97, 327, 36, 45, 47, 185, 11, 308]",[],"[222, 345, 331, 344, 269, 284, 274, 99, 323]",1802,,-,15 Provide Right to Act by Written Consent,2011
gov,JPMorgan Chase,"[222, 316, 331, 16, 351, 294, 350, 344, 279, 268, 273, 281, 269, 283, 277, 284, 274, 267, 224, 99, 275, 404, 18, 391, 404, 395, 232, 333, 317, 314, 95, 97, 327, 325, 36, 45, 47, 38, 40, 13, 13, 11, 15, 14, 306, 303, 305, 13, 308, 303, 303]",[],[323],1803,http://www.sec.gov/Archives/edgar/data/19617/000119312511091290/ddef14a.htm,-,21 Require Independent Board Chairman,2011
gov,JPMorgan Chase,"[404, 18, 391, 404, 395, 232, 333, 317, 314, 95, 97, 327, 325, 36, 45, 47, 38, 40, 13, 13, 11, 15, 14, 306, 303, 305, 13, 308, 303, 303]",[],"[279, 268, 273, 281, 269, 283, 277, 284, 274, 267, 222, 224, 316, 99, 331, 16, 351, 294, 350, 275, 344, 323]",1804,http://www.sec.gov/Archives/edgar/data/19617/000119312511091290/ddef14a.htm,-,Provide Right to Act by Written Consent,2011
gov,Juniper Networks,[],[],"[341, 340, 344, 282, 269, 270, 274, 394, 404, 391, 404, 395, 333, 397, 293, 97, 36, 45, 46, 43, 13, 13, 11, 303, 306, 308, 303]",1805,,-,7 Declassify the Board of Directors,2011
gov,Kansai Electric Power,"[160, 161, 162, 174]",[],[],1806,,-,Amend Articles to Forbid Compensation to Directors and Statutory Auditors Until Nuclear Power is Ended,2011
gov,Kellogg,"[391, 395, 333, 309, 397]",[],"[274, 97, 323, 36, 45, 46, 47, 11, 13, 308, 303]",1807,http://www.sec.gov/Archives/edgar/data/55067/000119312511062541/ddef14a.htm,27.65,Reduce Supermajority Vote Requirement,2011
gov,Kellogg,"[274, 391, 395, 333, 309, 397, 97, 36, 45, 46, 47, 11, 308]",[],"[323, 13, 303]",1808,http://www.sec.gov/Archives/edgar/data/55067/000119312511062541/ddef14a.htm,43.23,Require a Majority Vote for the Election of Directors,2011
gov,Kohl's,"[282, 269, 270, 274, 394, 344, 404, 391, 404, 395, 333, 309, 397, 95, 36, 45, 46, 47, 11, 308, 327, 97]",[],[323],1809,,-,18 Provide Right to Act by Written Consent,2011
gov,LA-Z-BOY,"[326, 326, 37, 37]",[],[],1810,,-,Declassify the Board of Directors,2011
gov,Legg Mason,"[97, 36, 45, 47, 50, 41, 11, 308]",[],"[269, 274]",1811,,-,Require Independent Board Chairman,2011
gov,Limited Brands,"[391, 395, 232, 333, 397, 317, 390, 314, 95]",[],"[222, 316, 331, 344, 279, 402, 268, 273, 269, 276, 277, 284, 274, 267, 224, 99, 275, 97, 327, 36, 45, 46, 11, 308]",1812,,-,9 Reduce Supermajority Vote Requirement,2011
gov,LIN TV,[],[],"[6, 395]",1813,,-,Declassify the board of directors,2011
gov,LIZ Claiborne,"[6, 272, 395, 288]",[],"[36, 37, 37]",1814,,-,Provide right to act by written consent,2011
gov,Lockheed Martin,"[222, 331, 281, 269, 284, 274, 404, 391, 404, 395, 333, 17, 317, 97, 327, 36, 45, 47, 11, 308]",[],[323],1815,,-,16 Provide Right to Act by Written Consent,2011
gov,Loews,"[345, 344, 274, 404, 391, 404, 395, 333, 97, 36, 45, 47, 11, 308]",[],[],1816,http://www.sec.gov/Archives/edgar/data/60086/000006008611000007/lc_proxy2011.htm,21.4,Provide for Cumulative Voting,2011
gov,Lorillard,"[391, 395, 333, 397, 317, 97, 327, 36, 45, 46, 47, 11, 308]",[],"[279, 269, 284, 274, 222, 224, 316, 331, 226, 344]",1817,,-,Require a Majority Vote for the Election of Directors,2011
gov,Lowe's Companies,"[269, 274, 404, 18, 391, 404, 395, 333, 422, 309, 293, 95, 13, 13, 10, 11, 307, 15, 14, 306, 303, 305, 13, 308, 303, 303, 36, 45, 47, 327, 97]",[],[323],1818,http://www.sec.gov/Archives/edgar/data/60667/000095012311034417/g26680ddef14a.htm,4.36,Include Sustainability as a Performance Measure for Senior Executive Compensation,2011
gov,Lowe's Companies,"[404, 18, 391, 404, 395, 333, 422, 309, 293, 95, 36, 45, 47, 44, 13, 13, 10, 11, 307, 15, 14, 306, 303, 305, 13, 308, 303, 303, 327, 97]",[],"[269, 274, 323]",1819,http://www.sec.gov/Archives/edgar/data/60667/000095012311034417/g26680ddef14a.htm,-,Submit severance agreement (change-in- control) to shareholder vote,2011
gov,Mac-Gray,[],[326],"[395, 326]",1820,,-,Declassify the board of directors,2011
gov,Manulife Financial,"[283, 342, 16, 351]","[157, 161, 177]",[],1821,,-,Adopt a Policy Stipulating an Internal Pay Ratio,2011
gov,Marsh & McLennan Companies,"[18, 391, 272, 395, 333, 17, 309, 317]",[],"[269, 274, 97, 323, 36, 45, 47, 42, 11, 308]",1822,,-,16 Provide Right to Act by Written Consent,2011
gov,Martha Stewart Living Omnimedia,[],[],"[6, 395, 288]",1823,,-,Approve each share an equal vote,2011
gov,Masimo,"[36, 49, 50, 65]",[],"[269, 349, 295, 6, 395, 288, 13, 13, 12, 303, 302, 306, 303]",1824,,-,5 Require a Majority Vote for the Election of Directors,2011
gov,McDonald's,[],[],"[279, 269, 284, 274, 222, 224, 316, 331, 226, 404, 391, 404, 395, 333, 17, 397, 317, 293, 327, 323, 97, 36, 45, 46, 44, 11, 13, 308, 303]",1825,http://www.sec.gov/Archives/edgar/data/63908/000119312511091980/ddef14a.htm,-,Declassify the Board of Directors,2011
gov,McDonald's,[],[],"[11, 13, 308, 303]",1826,http://www.sec.gov/Archives/edgar/data/63908/000119312511091980/ddef14a.htm,-,Reduce Supermajority Vote Requirement For For Management,2011
gov,Memc Electronic Materials,[],[],"[341, 274, 391, 395, 333, 390, 293, 97, 36, 45, 47, 11, 308]",1827,,-,7 Declassify the Board of Directors,2011
gov,Mizuho Financial Group,[],[],"[299, 265, 157, 161, 162, 177, 320]",1828,,-,"Amend Articles to Require Disclosure of Individual Breakdown of Director and Officer Compensation, including Payments to Former Directors and Officers",2011
gov,Moody's,"[404, 391, 404, 333, 397, 293, 314]",[],"[282, 270, 274, 394, 344, 36, 45, 46, 47, 11, 308, 323, 325, 97]",1829,,-,5 Require Independent Board Chairman,2011
gov,Morton's Restaurant Group,[395],[],[],1830,,-,Reduce supermajority vote requirement- adopt simple majority vote,2011
gov,Nabors Industries,"[404, 391, 296, 404, 395, 333, 390, 95, 97, 327, 36, 45, 47, 68, 11, 308]",[],"[268, 273, 269, 276, 277, 274, 267, 345, 403, 312, 275, 344]",1831,,-,5 Require a Majority Vote for the Election of Directors,2011
gov,Nabors Industries,[],[],"[345, 312, 344, 268, 273, 269, 276, 277, 274, 267, 403, 275, 404, 391, 296, 404, 395, 333, 390, 95, 97, 327, 36, 45, 47, 68, 11, 308]",1832,,-,Declassify the Board of Directors,2011
gov,Nash-Finch,"[395, 326, 37, 37]",[],[],1833,,-,Provide for cumulative voting,2011
gov,National Bank of Canada,"[279, 316, 226, 344, 265, 17, 317, 161, 177]",[],[],1834,,-,Additional Information Regarding Peer Comparisons of Compensation,2011
gov,National Bank of Canada,"[279, 316, 226, 344, 265, 17, 317, 161, 177]",[],[],1835,,-,Adopt a Policy Stipulating an Internal Pay Ratio,2011
gov,Navistar International,"[271, 285, 223, 264, 340, 36, 45, 14, 305]",[],[],1836,,-,6 Submit Severance Agreement (Change-in-Control) to Shareholder Vote,2011
gov,Netflix,"[391, 395, 333, 397, 390]",[],"[344, 282, 269, 270, 274, 394, 97, 36, 45, 46, 11, 308]",1837,,-,6 Reduce Supermajority Vote Requirement,2011
gov,Netlogic Microsystems,"[6, 272, 395, 288]",[],"[336, 338, 341, 347, 340, 21, 344]",1838,,-,5 Require a Majority Vote for the Election of Directors,2011
gov,Netlogic Microsystems,[55],[],[],1839,,-,Require a Majority Vote for the Election of Directors,2011
gov,Neurocrine Biosciences,[],[],"[6, 272, 395, 326, 36]",1840,,-,Declassify the board of directors,2011
gov,Newell Rubbermaid,"[97, 327, 36, 45, 47, 11, 308]",[],"[402, 274, 404, 391, 404, 395, 333, 390, 323]",1841,,-,8 Declassify the Board of Directors,2011
gov,News,[269],[],[],1842,,-,Advisory Vote to Ratify Named Executive Officers' Compensation,2011
gov,Nisource,"[344, 392, 269, 277, 274, 99, 391, 395, 333, 390, 95, 97, 327, 36, 45, 47, 160, 11, 308]",[],[],1843,,-,14 Provide Right to Act by Written Consent,2011
gov,Nordstrom,[59],[],[],1844,,-,Provide Right to Act by Written Consent,2011
gov,Nordstrom,[59],[],[],1845,,-,Provide for Cumulative Voting,2011
gov,Northrop Grumman,"[279, 281, 269, 284, 274, 222, 224, 316, 331, 404, 18, 391, 404, 395, 232, 333, 317, 314, 95, 97, 327, 325, 36, 45, 47, 11, 308]",[],[323],1846,http://www.sec.gov/Archives/edgar/data/1133421/000119312511092431/ddef14a.htm,35.48,16 Provide for Cumulative Voting,2011
gov,Northrop Grumman,"[404, 18, 391, 404, 395, 232, 333, 317, 314, 95, 97, 327, 323, 325, 36, 45, 47, 11, 308]",[],"[222, 316, 331, 279, 281, 269, 284, 274, 224]",1847,http://www.sec.gov/Archives/edgar/data/1133421/000119312511092431/ddef14a.htm,-,Provide Right to Act by Written Consent,2011
gov,Nucor,"[281, 274, 404, 391, 404, 395, 333, 17, 317, 293, 97, 36, 45, 47, 67, 185, 11, 308]",[],[],1848,http://www.sec.gov/Archives/edgar/data/73309/000119312511074622/ddef14a.htm,33.86,5 Require a Majority Vote for the Election of Directors,2011
gov,Nucor,"[281, 274, 404, 391, 404, 395, 333, 17, 317, 293, 97, 36, 45, 47, 67, 185, 11, 308]",[],[],1849,http://www.sec.gov/Archives/edgar/data/73309/000119312511074622/ddef14a.htm,33.6,Require Independent Board Chairman,2011
gov,NV Energy,"[99, 344, 392, 404, 404, 395, 390, 327, 45, 50, 160]",[],[],1850,,-,Require a Majority Vote for the Election of Directors,2011
gov,Nyse Euronext,[],[],"[345, 344, 274, 391, 395, 333, 97, 36, 45, 47, 41, 11, 308]",1851,,-,Provide Right to Act by Written Consent,2011
gov,OLD Dominion Freight Line,"[6, 395, 288, 326, 326, 37, 37, 61]",[],"[12, 302, 303]",1852,,-,Require independent board chairman,2011
gov,Oracle,"[282, 269, 283, 284, 270, 274, 222, 331, 341, 394, 16, 351, 344, 97, 327, 330, 36, 45, 46, 38, 43, 11, 308]",[],"[323, 13, 13, 15, 14, 306, 303, 305, 303]",1853,,-,Require a Majority Vote for the Election of Directors,2011
gov,Paccar,"[404, 391, 404, 395, 333, 309, 397, 317, 293]",[],"[274, 97, 323, 36, 45, 46, 47, 11, 308]",1854,http://www.sec.gov/Archives/edgar/data/75362/000095012311023929/v58490ddef14a.htm,43.9,Reduce Supermajority Vote Requirement,2011
gov,Paccar,"[404, 391, 404, 395, 333, 309, 397, 317, 293, 97, 36, 45, 46, 47, 11, 308]",[],"[274, 323]",1855,http://www.sec.gov/Archives/edgar/data/75362/000095012311023929/v58490ddef14a.htm,46.62,Require a Majority Vote for the Election of Directors,2011
gov,Palomar Medical Technologies,"[6, 395, 288, 37, 37]",[],[],1856,,-,Require a majority vote for the election of directors,2011
gov,Parker-Hannifin,"[222, 331, 402, 269, 284, 274, 97, 36, 45, 47, 11, 308]",[],[323],1857,http://www.sec.gov/Archives/edgar/data/76334/000119312511255837/d230264ddef14a.htm,22.83,Require Independent Board Chairman,2011
gov,Penn National Gaming,"[272, 395, 390, 327, 36, 45]",[],"[340, 13, 13, 303, 306, 303]",1858,,-,6 Require a Majority Vote for the Election of Directors,2011
gov,Pfizer,"[279, 268, 273, 281, 269, 283, 349, 277, 284, 274, 295, 267, 222, 224, 316, 99, 331, 341, 16, 351, 226, 350, 275, 344, 404, 18, 391, 404, 395, 333, 17, 309, 317, 95, 97, 327, 325, 36, 45, 47, 38, 58, 13, 11, 15, 14, 306, 305, 13, 308, 303, 303]",[],[323],1859,http://www.sec.gov/Archives/edgar/data/78003/000119312511073431/ddef14a.htm,-,Provide Right to Act by Written Consent,2011
gov,PG&E,"[279, 269, 284, 274, 222, 224, 316, 331, 392, 404, 18, 391, 404, 395, 333, 17, 317, 95, 97, 327, 36, 45, 47, 160, 11, 308]",[],[323],1860,http://www.sec.gov/Archives/edgar/data/1004980/000104746911002875/a2202629zdef14a.htm,29.89,15 Require Independent Board Chairman,2011
gov,Philip Morris International,"[222, 316, 331, 350, 344, 279, 268, 273, 269, 276, 277, 284, 274, 267, 224, 99, 226, 275, 404, 18, 391, 404, 395, 333, 17, 397, 293, 314, 97, 327, 325, 36, 45, 46, 38, 11, 13, 308, 303]",[],[323],1861,,-,Require Independent Board Chairman,2011
gov,Pioneer Natural Resources,"[404, 391, 296, 404, 395, 232, 333, 397, 390, 293, 97, 36, 45, 46, 57, 11, 308]",[],"[274, 340, 312, 343, 344, 13, 13, 303, 306, 303]",1862,,-,5 Require a Majority Vote for the Election of Directors,2011
gov,Pioneer Natural Resources,[],[],"[340, 312, 343, 344, 274, 404, 391, 296, 404, 395, 232, 333, 397, 390, 293, 97, 36, 45, 46, 57, 13, 13, 11, 303, 306, 308, 303]",1863,,-,Declassify the Board of Directors,2011
gov,Power Corporation of Canada,[177],[],[],1864,,-,Additional Information Regarding Peer Comparisons of Compensation,2011
gov,PPL,"[279, 269, 284, 274, 222, 345, 224, 316, 331, 344, 392, 391, 395, 333, 97, 36, 45, 47, 160, 11, 308]",[],[323],1865,http://www.sec.gov/Archives/edgar/data/922224/000095012311033290/w81409def14a.htm,43.12,6 Require a Majority Vote for the Election of Directors,2011
gov,Precision Castparts,[],[],"[222, 331, 336, 344, 269, 284, 274, 97, 323, 36, 45, 46, 11, 308]",1866,,-,Declassify the Board of Directors,2011
gov,Priceline.com,"[404, 391, 272, 404, 395, 333, 397, 293, 36, 45, 46, 11, 308, 97]",[],"[336, 341, 340, 344, 269, 274, 323]",1867,,-,5 Provide Right to Act by Written Consent,2011
gov,Princeton National Bancorp,[],[],[395],1868,,-,Declassify the board of directors,2011
gov,Prudential Financial,[],[],"[279, 281, 269, 274, 224, 316, 404, 18, 391, 404, 395, 333, 314, 97, 327, 323, 36, 45, 47, 42, 13, 11, 15, 14, 306, 305, 13, 308, 303, 303]",1869,http://www.sec.gov/Archives/edgar/data/1137774/000119312511073236/ddef14a.htm,-,17 Reduce Supermajority Vote Requirement,2011
gov,Pultegroup,"[269, 274, 223, 264, 340, 391, 395, 333, 390, 97, 36, 45, 47, 11, 308]",[],[],1870,,-,5 Require Independent Board Chairman,2011
gov,Pultegroup,[63],[],[],1871,,-,Performance-Based Equity Awards,2011
gov,Pultegroup,"[269, 274, 223, 264, 340, 391, 395, 333, 390, 97, 36, 45, 47, 11, 308]",[],[],1872,,-,Performance-Based Equity Awards,2011
gov,Pultegroup,[63],[],[],1873,,-,Provide for Cumulative Voting,2011
gov,Pultegroup,"[340, 269, 274, 223, 264, 391, 395, 333, 390, 97, 36, 45, 47, 11, 308]",[],[],1874,,-,Provide for Cumulative Voting,2011
gov,Pultegroup,[63],[],[],1875,,-,Require Independent Board Chairman,2011
gov,Qualcomm,"[282, 269, 284, 270, 274, 222, 331, 341, 394, 344, 97, 327, 36, 45, 46, 43, 11, 308]",[],"[323, 13, 13, 10, 307, 14, 303, 305, 13, 303, 303]",1876,http://www.sec.gov/Archives/edgar/data/804328/000095012311003687/a57961dedef14a.htm,51.53,7 Require a Majority Vote for the Election of Directors,2011
gov,R.R. Donnelley & Sons,"[391, 395, 232, 333, 317, 390]",[],"[269, 284, 274, 222, 331, 97, 323, 36, 45, 47, 11, 308]",1877,,-,Provide Right to Act by Written Consent,2011
gov,Rayonier,[],[],"[340, 269, 272, 395, 232, 390, 325, 45, 49, 50, 185, 13, 303]",1878,,-,Declassify the Board of Directors,2011
gov,Raytheon,"[404, 18, 391, 404, 395, 333, 397, 317, 95, 97, 327, 36, 45, 46, 47, 11, 308]",[],"[279, 268, 273, 281, 269, 276, 277, 284, 274, 267, 222, 224, 316, 331, 294, 275, 344, 323]",1879,http://www.sec.gov/Archives/edgar/data/1047122/000119312511117127/ddef14a.htm,-,Provide Right to Act by Written Consent,2011
gov,Raytheon,"[222, 316, 331, 294, 344, 279, 268, 273, 281, 269, 276, 277, 284, 274, 267, 224, 275, 404, 18, 391, 404, 395, 333, 397, 317, 95, 97, 327, 36, 45, 46, 47, 11, 308]",[],[323],1880,http://www.sec.gov/Archives/edgar/data/1047122/000119312511117127/ddef14a.htm,-,Submit SERP to Shareholder Vote,2011
gov,Redwood Trust,[],[],"[339, 272, 395]",1881,,-,Declassify the Board of Directors,2011
gov,Reynolds American,[],[],"[269, 274, 224, 226, 344, 391, 395, 333, 397, 317, 97, 327, 36, 45, 46, 47, 11, 308]",1882,,-,Declassify the Board of Directors,2011
gov,Royal Bank of Canada,"[279, 269, 224, 316, 342, 157, 161, 177]",[],[],1883,,-,Additional Information Regarding Peer Comparisons of Compensation,2011
gov,Royal Bank of Canada,"[279, 269, 224, 316, 342, 157, 161, 177]",[],[],1884,,-,Adopt a Policy Stipulating an Internal Pay Ratio,2011
gov,Royal Caribbean Cruises,"[340, 272, 395, 390, 95, 36, 45, 13, 13, 303, 306, 303]",[],[],1885,,-,Advisory Vote to Ratify Directors' Compensation,2011
gov,Safeway,"[222, 345, 331, 336, 344, 268, 273, 269, 284, 274, 267, 275, 404, 391, 404, 395, 333, 97, 36, 45, 47, 11, 308]",[],[323],1886,http://www.sec.gov/Archives/edgar/data/86144/000119312511085925/ddef14a.htm,27.88,Provide for Cumulative Voting,2011
gov,Saks,"[339, 340, 278, 395, 232, 288, 50]",[],[],1887,,-,5 Provide for Cumulative Voting,2011
gov,Salesforce.com,[],[],"[336, 341, 344, 282, 270, 274, 394, 404, 272, 404, 395, 397, 293, 36, 45, 46, 43, 11, 308, 97]",1888,,-,7 Declassify the Board of Directors,2011
gov,Sempra Energy,"[404, 391, 404, 395, 333, 97, 36, 45, 47, 160, 11, 308]",[],"[279, 269, 284, 274, 222, 224, 316, 331, 392, 323]",1889,http://www.sec.gov/Archives/edgar/data/1032208/000119312511081049/ddef14a.htm,-,16 Provide Right to Act by Written Consent,2011
gov,Sempra Energy,"[279, 269, 284, 274, 222, 224, 316, 331, 392, 11, 308, 97, 36, 45, 47, 160]","[404, 391, 404, 395, 333]",[323],1890,http://www.sec.gov/Archives/edgar/data/1032208/000119312511081049/ddef14a.htm,6.92,Include Sustainability as a Performance Measure for Senior Executive Compensation,2011
gov,Sempra Energy,"[279, 269, 284, 274, 222, 224, 316, 331, 392, 404, 391, 404, 395, 333, 97, 36, 45, 47, 160, 11, 308]",[],[323],1891,http://www.sec.gov/Archives/edgar/data/1032208/000119312511081049/ddef14a.htm,-,Submit SERP to Shareholder Vote,2011
gov,Skywest,"[395, 37, 37, 61]",[],[],1892,,-,Require a majority vote for the election of directors,2011
gov,Sonic,[],[],[37],1893,,-,Require Independent Board Chairman,2011
gov,Southwest Airlines,"[404, 391, 404, 395, 232, 333, 422, 309, 397, 293]",[],"[222, 331, 344, 268, 273, 269, 276, 277, 284, 274, 267, 99, 275, 97, 323, 36, 45, 46, 47, 61, 11, 308]",1894,http://www.sec.gov/Archives/edgar/data/92380/000119312511098986/ddef14a.htm,-,Reduce Supermajority Vote Requirement,2011
gov,Spectra Energy,"[279, 274, 316, 344, 392, 296, 395, 97, 36, 45, 46, 47, 160, 11, 308]",[],"[323, 13, 15, 14, 306, 305, 13, 303, 303]",1895,,-,7 Require a Majority Vote for the Election of Directors,2011
gov,Sprint Nextel,"[404, 391, 404, 395, 333, 422, 309, 95]",[],"[16, 351, 294, 344, 268, 273, 281, 269, 283, 277, 274, 267, 99, 275, 97, 323, 36, 45, 47, 11, 308]",1896,,-,Reduce Supermajority Vote Requirement,2011
gov,St. Jude Medical,[],[],"[282, 283, 349, 270, 274, 295, 394, 16, 351, 344, 404, 391, 404, 395, 333, 397, 314, 97, 323, 36, 45, 46, 65, 11, 308]",1897,,-,Declassify the Board of Directors,2011
gov,Staples,"[404, 18, 391, 404, 395, 333, 397, 95]",[],"[269, 274, 97, 323, 36, 45, 46, 47, 11, 308]",1898,,-,16 Provide Right to Act by Written Consent,2011
gov,Superior Industries International,"[6, 395, 326, 37, 37]",[],[],1899,,-,Require a majority vote for the election of directors,2011
gov,Sycamore Networks,[395],[],[],1900,,-,"If properly presented at the annual meeting, to act on a stockholder proposal requesting that the board of directors adopt a simple majority vote standard in sycamore's amended and restated certificate of incorporation and by-laws.",2011
gov,Sycamore Networks,[],[],[37],1901,,-,Reduce Supermajority Vote Requirement,2011
gov,Target,"[269, 274, 350, 404, 18, 391, 404, 395, 333, 309, 397, 314, 97, 327, 36, 45, 46, 47, 13, 13, 11, 15, 14, 306, 303, 305, 308, 303]",[],[323],1902,http://www.sec.gov/Archives/edgar/data/27419/000104746911004218/a2202372zdef14a.htm,-,16 Adopt Compensation Benchmarking Policy,2011
gov,Teco Energy,[],[],"[274, 391, 395, 333, 390, 97, 36, 45, 47, 160, 11, 308]",1903,,-,8 Declassify the Board of Directors,2011
gov,Telephone and Data Systems,[],[],"[344, 99, 404, 404, 395, 232, 390, 36, 45, 50]",1904,,-,5 Require Equal Rights for All Shares,2011
gov,Tessera Technologies,"[6, 395, 288, 326, 37, 37]",[],[],1905,,-,Require a majority vote for the election of directors,2011
gov,The Allstate,"[404, 391, 404, 395, 333, 95, 97, 36, 45, 47, 42, 11, 308]",[],"[269, 284, 274, 222, 331, 323]",1906,http://www.sec.gov/Archives/edgar/data/899051/000104746911003100/a2202610zdef14a.htm,-,17 Provide Right to Act by Written Consent,2011
